l_name,email,f_name,age,salary,height,interest,country,is_dirty
Mokkedem,tue.nl,Shalini,57,48231,165,Gaming,Austria,0
Talbott,cmu.edu,Kev,23,38774,166,Basketball,Namibia,0
Hancox,inria.fr,Mangesh,27,68521,155,Piano,Djibouti,0
Perfilyeva,pitt.edu,Fereidoon,27,53754,168,Painting,Belize,0
Krull,newpaltz.edu,Tatuo,33,48196,155,Travelling,Kiribati,0
Dur,unf.edu,Shauchi,22,43792,162,Guitar,Latvia,0
Pfau,unf.edu,Shogo,29,46595,172,Swimming,Panama,0
Jarzembski,uwaterloo.ca,Giuliano,18,66661,161,Cinema,Bulgaria,0
Thier,gatech.edu,Teru,50,43202,181,Photography,Montenegro,0
Kitani,neu.edu,Atte,18,38215,157,Football,Palau,0
Speckmann,uu.se,Yukiko,51,81364,155,Photography,Micronesia,0
Knasmuller,ucr.edu,Wenyu,36,43830,177,Writing,India,0
Tari,upenn.edu,Gholamali,18,48627,160,Travelling,Azerbaijan,0
Saloma,ubs.com,Danial,40,52944,176,Cinema,India,0
Burtschick,uni-mb.si,Micah,45,64992,165,Piano,Uzbekistan,0
Adorni,uu.se,Lalita,43,44043,166,Guitar,Ivory Coast,0
Hariharan,nwu.edu,Shinobu,18,48848,155,Drawing,St Kitts and Nevis,0
Renous,ask.com,Herkimer,44,62773,163,Travelling,Turkey,0
Layne,concentric.net,Yuchen,39,49734,165,Hockey,Japan,0
Hirowatar,sds.no,Kazimierz,43,46696,160,Programming,East Timor,0
Holthofer,umd.edu,Ding,35,57269,175,Writing,Costa Rica,0
Sucheston,nodak.edu,Chanathip,28,46649,167,Swimming,Vietnam,0
Ferragina,uqam.ca,Marinette,18,63018,172,Gaming,Equatorial Guinea,0
Galyean,ust.hk,Manjote,41,41209,172,Skating,Bulgaria,0
Nieuwejaar,computer.org,Yohei,33,36192,162,Skating,South Africa,0
Demiroz,filemaker.com,Radharamanan,46,50065,178,Volleyball,Poland,0
Ochoa,pi.it,Shiyi,44,58140,157,Blogging,Cuba,0
Suhnel,auc.dk,Katalin,40,52882,155,Volleyball,Kuwait,0
Sinitsyn,uni-freiburg.de,Gyora,21,52568,164,Gaming,Comoros,0
Biron,baylor.edu,Gian,32,41983,155,Painting,Albania,0
Christ,csufresno.edu,Zhongcheng,49,52808,169,Blogging,Republic of Ireland,0
Schauser,labs.com,Silvina,33,57341,160,Poker,Zambia,0
Kroppenstedt,hitachi.com,Lih,33,61543,155,Soccer,Saudi Arabia,0
Gerbe,lucent.com,Fereidoon,31,36500,165,Painting,Samoa,0
Bouloukos,ust.hk,Katsuma,20,57384,160,Soccer,Austria,0
Eyal,duke.edu,Andres,35,47943,170,Blogging,Dominica,0
Paleologo,concentric.net,Qinghua,18,48445,155,Piano,United States,0
Habermehl,ac.kr,Monica,40,23857,174,Guitar,Czech Republic,0
Hagimont,cornell.edu,Joseba,18,47205,179,Programming,Nigeria,0
Thollembeck,msstate.edu,Arlaana,18,36766,158,Soccer,Maldives,0
Bergin,uta.edu,Fumiyasu,32,65362,175,Basketball,Austria,0
Brenner,unizh.ch,Yeheskel,27,61005,161,Reading,Philippines,0
Wyckoff,versata.com,Mengly,22,48032,158,Running,Papua New Guinea,0
Flatley,umkc.edu,Aliasghar,30,45885,168,Piano,Belize,0
Multari,filelmaker.com,Luther,37,47381,161,Singing,Luxembourg,0
Manhart,earthlink.net,Luise,30,48331,165,Drawing,Sri Lanka,0
Halper,rutgers.edu,Haim,25,44970,157,Hockey,Egypt,0
Karunanithi,filemaker.com,Hongjing,28,55158,181,Swimming,Libya,0
Arden,ac.at,Garth,25,38072,168,Reading,Bosnia Herzegovina,0
Powell,microsoft.com,Fahimeh,35,40863,178,Gaming,Fiji,0
Diener,clarkson.edu,Limin,18,50163,180,Cinema,Madagascar,0
McGee,msn.com,Capers,18,31039,168,Skating,Venezuela,0
Rienhoff,poznan.pl,Xinhau,18,33586,168,Guitar,Mali,0
McKinley,berkeley.edu,Serdar,43,56837,167,Poker,Bangladesh,0
Bao,wpi.edu,Ousmane,53,58348,155,Reading,South Sudan,0
Cogolludo,uni-trier.de,Sampath,41,55838,178,Gaming,Belgium,0
Linardis,tue.nl,Motohide,30,32412,167,Travelling,Antigua and Barbuda,0
Faure,ucsb.edu,Jinshi,33,36917,156,Swimming,New Zealand,0
Desbois,clarkson.edu,Franca,18,50950,170,Drums,Dominican Republic,0
Whiteleather,acm.org,Almira,51,41909,168,Running,Azerbaijan,0
Florissi,purdue.edu,Jaber,26,37655,176,Poker,Finland,0
Worona,acm.org,Gianluca,18,46196,175,Singing,Luxembourg,0
Castle,nyu.edu,DongGill,38,45825,155,Singing,Mali,0
Maslen,njit.edu,Amante,30,56357,174,Painting,Finland,0
Timkovsky,ab.ca,Bharath,31,47486,174,Drums,Cameroon,0
Bod,telcordia.com,Mikko,47,43219,177,Volleyball,Grenada,0
Sinderen,brown.edu,Prakash,25,47836,159,Skating,Zambia,0
Birattari,sunysb.edu,Billy,18,46458,155,Skating,Tajikistan,0
Cermak,lante.com,Manjote,18,63873,184,Running,Algeria,0
Gosling,utexas.edu,Sukemitsu,52,37377,168,Travelling,Bahamas,0
Peschl,co.jp,Zongming,41,51644,190,Blogging,Dominica,0
Worm,sfu.ca,Servaas,21,49806,157,Swimming,Senegal,0
Tasiemski,ac.uk,Bjarte,18,33409,164,Guitar,Lebanon,0
Keirsey,cohera.com,Atef,18,42371,155,Drawing,Botswana,0
Landherr,edu.cn,Avshalom,29,71149,160,Guitar,Korea South,0
Kerr,lehner.net,Eileen,26,40720,177,Painting,Slovenia,0
Costilla,uiuc.edu,Hamza,18,61356,168,Reading,Trinidad and Tobago,0
Diller,hp.com,Benkt,20,63940,171,Travelling,Angola,0
Staples,msstate.edu,Yuiti,19,55047,165,Blogging,Mauritius,0
Dicks,microsoft.com,Haiseung,27,54455,187,Sculpting,Morocco,0
Halevi,dauphine.fr,Appie,32,38947,169,Volleyball,Togo,0
Goodby,cti.gr,Sadahiro,23,64118,165,Reading,Samoa,0
Snedden,evergreen.edu,Rimon,18,36383,181,Poker,Belarus,0
Kleinman,sds.no,Ricarda,39,31673,156,Sculpting,Moldova,0
Drabenstott,unbc.ca,Bosco,20,45018,176,Hockey,Madagascar,0
Vauttier,dec.com,Lachlan,32,38709,173,Drawing,Sri Lanka,0
Gierz,lehner.net,Juliano,37,47284,159,Writing,Cambodia,0
Ingemarson,yahoo.com,Akiharu,18,36175,162,Singing,Bahamas,0
McKinlay,usa.net,Oreste,36,48044,177,Soccer,Samoa,0
Snoeyink,mitre.org,Anisoara,21,33086,172,Blogging,Somalia,0
Vinek,ab.ca,Colette,56,33304,155,Swimming,Mexico,0
Beer,twsu.edu,Uma,28,47087,172,Swimming,Togo,0
Katzenelson,rice.edu,Myung,20,63754,162,Volleyball,Angola,0
Sonderegger,savera.com,Sachio,40,51360,167,Running,Panama,0
Levenez,forwiss.de,Gomer,18,57223,177,Drawing,Switzerland,0
Agostini,bellatlantic.net,Chams,30,57208,182,Writing,Nicaragua,0
Karstu,edu.cn,Debanjan,46,58810,175,Singing,Thailand,0
Stuempfle,cmu.edu,Xiaohui,40,54525,180,Tennis,Antigua and Barbuda,0
Padhye,uwo.ca,Yasubumi,22,56290,194,Running,Belize,0
Rosengren,compaq.com,Narendar,40,42705,161,Blogging,Kosovo,0
Honglei,inria.fr,Toshihito,29,49410,172,Hockey,Tunisia,0
Chandhok,neu.edu,Trygve,32,53474,161,Singing,Djibouti,0
Rene,verity.com,Yann,50,50284,161,Basketball,Canada,0
Kans,uga.edu,Minerva,30,49543,168,Writing,Iceland,0
Gerteisen,acm.org,Rangasam,18,32865,162,Travelling,Hungary,0
Guernic,csufresno.edu,Eldad,26,48451,166,Piano,Morocco,0
Koepf,umass.edu,Piers,36,47052,171,Swimming,Tanzania,0
Mazenc,du.edu,Munish,18,63669,181,Blogging,Czech Republic,0
Dubernard,savera.com,Steve,34,31425,158,Programming,Malawi,0
Gupte,csufresno.edu,Qingxun,20,51687,173,Painting,Angola,0
Gill,solidtech.com,Luong,18,61219,167,Poker,Equatorial Guinea,0
Depommier,unizh.ch,Amalendu,18,42004,165,Football,Singapore,0
Castan,uni-marburg.de,Rabah,18,41687,174,Guitar,Italy,0
Kankaanpaa,lri.fr,Yukiyoshi,41,34358,167,Drums,El Salvador,0
Henders,ab.ca,Willm,18,27924,155,Reading,Mauritius,0
Cudia,edu.sg,Baile,40,56047,173,Poker,Honduras,0
Eickenmeyer,evergreen.edu,Vassos,38,57875,155,Tennis,Nigeria,0
Piloty,umich.edu,Sachem,60,42037,176,Programming,Nicaragua,0
Ramanan,forth.gr,Daron,26,57041,179,Basketball,Congo,0
Calingaert,ufl.edu,Gouhua,18,43128,169,Writing,Netherlands,0
Zabele,dauphine.fr,Pau,20,53449,183,Programming,Fiji,0
Piette,cohera.com,DeLiang,39,56640,155,Skating,Zimbabwe,0
Katoen,sunysb.edu,Karina,36,60788,179,Cinema,Kyrgyzstan,0
Nascimento,dauphine.fr,Tatsuro,24,45202,157,Writing,Somalia,0
Forcheri,intersys.com,IJsbrand,40,49970,175,Drums,Somalia,0
Farreny,uta.edu,Keung,25,46058,171,Photography,Liechtenstein,0
Yasunaga,computer.org,Mayumi,27,51216,164,Drums,Norway,0
Peck,lante.com,Qingshan,35,43865,164,Swimming,Ecuador,0
Araki,toronto.edu,Piriya,54,52703,167,Reading,Finland,0
Delatizky,solidtech.com,Lokesh,43,48559,173,Sculpting,Equatorial Guinea,0
Shinozawa,cnr.it,Candido,41,60426,163,Programming,Saudi Arabia,0
Nokel,lucent.com,Jianxun,18,44601,164,Guitar,Mauritius,0
Hoffler,ab.ca,Bharathi,19,49344,170,Painting,Ukraine,0
Petit,edu.cn,Sang,18,55165,155,Soccer,Cuba,0
Gorenstein,ucsd.edu,Bohdan,18,54054,181,Photography,Solomon Islands,0
Viereck,uni-mannheim.de,Lidong,22,43962,174,Tennis,United States,0
Lebib,edu.au,Hantak,37,62856,165,Painting,Slovenia,0
Philippatos,pitt.edu,Kangwoo,18,48065,155,Travelling,Morocco,0
Quarrie,brandeis.edu,Ratan,36,55864,168,Skating,Bosnia Herzegovina,0
Mizunuma,uga.edu,Shinnichi,23,50109,161,Swimming,Azerbaijan,0
Rollinson,edu.au,LouAnn,36,66629,158,Photography,Chile,0
Rorvig,mitre.org,Taishin,30,54995,166,Swimming,Indonesia,0
Bauknecht,memphis.edu,Leoan,48,49019,163,Tennis,United Kingdom,0
Rauglaudre,uni-marburg.de,Arie,18,59390,163,Volleyball,Samoa,0
Munoz,uic.edu,Bret,18,52881,161,Soccer,Vatican City,0
Goraine,ab.ca,Garrison,39,50287,160,Basketball,Slovakia,0
Rish,nwu.edu,Khodi,21,62898,183,Poker,Finland,0
Woelk,umb.edu,Kailasam,18,45882,169,Volleyball,Hungary,0
Holand,ac.jp,Atif,28,67969,173,Programming,Guyana,0
Kroon,filelmaker.com,Naren,18,37638,170,Piano,Armenia,0
Peron,washington.edu,Haodong,37,69640,170,Travelling,Italy,0
Angluin,compaq.com,Hanpei,32,57497,175,Running,Macedonia,0
Rikino,uqam.ca,Ehud,34,63431,155,Volleyball,Bosnia Herzegovina,0
Taha,sdsc.edu,Luuk,31,62524,175,Sculpting,Moldova,0
Heidenreich,acm.org,Pierluigi,21,47962,168,Piano,Croatia,0
Plumer,auc.dk,Kinji,23,58179,171,Volleyball,Brunei,0
Waterman,filemaker.com,Charlie,39,64098,155,Writing,Somalia,0
Zaitzeff,auc.dk,Athanassios,63,44021,158,Guitar,Guatemala,0
Gyssens,dauphine.fr,Totadri,18,41316,166,Painting,Albania,0
Nemeth,cas.cz,Krishnamurthy,18,43525,173,Basketball,Togo,0
Hofman,memphis.edu,Noemi,23,48509,169,Guitar,Panama,0
Chaudhuri,du.edu,Nico,32,50742,179,Photography,Palau,0
Berges,mitre.org,Dhananjai,19,49640,161,Travelling,Pakistan,0
Laval,cwru.edu,Alireza,18,49443,175,Guitar,Cuba,0
Evans,telcordia.com,Alfio,18,54647,174,Skating,Albania,0
Pusterhofer,gte.com,Katy,22,47879,186,Football,Namibia,0
Baudino,cnr.it,Rustam,61,40372,181,Basketball,Seychelles,0
Messier,uni-freiburg.de,Jacinto,25,47384,174,Blogging,Ethiopia,0
Kontio,temple.edu,Vasant,32,52141,163,Travelling,Macedonia,0
Farrow,umich.edu,Noga,42,49748,175,Soccer,Croatia,0
Piazza,lehner.net,Gisbert,48,48807,168,Football,Malta,0
Gorzig,filelmaker.com,Hardeep,34,34849,168,Photography,Rwanda,0
Nishimura,propel.com,Greger,49,22241,162,Programming,Somalia,0
Friesem,edu.au,Natalija,44,53779,160,Photography,Tanzania,0
Snedden,msstate.edu,Irina,54,58138,178,Swimming,Croatia,0
Schappert,umkc.edu,Athar,27,45468,155,Basketball,Slovenia,0
Cyranek,uga.edu,Arnim,18,52703,165,Drums,Grenada,0
Rifaut,berkeley.edu,Arnaldo,41,52548,172,Sculpting,Tanzania,0
Agarawala,concentric.net,Nand,24,45905,177,Drawing,Palau,0
Grams,acm.org,Chengwen,29,46378,175,Reading,Malawi,0
Pluym,uic.edu,Xipeng,29,60161,155,Skating,Namibia,0
Scopinich,ogi.edu,Cesar,47,64618,169,Volleyball,Singapore,0
Havelund,cabofalso.com,Takanari,23,43634,192,Reading,Gabon,0
Czaja,versata.com,Magda,20,40918,155,Reading,Kuwait,0
Quackenbush,unl.edu,Leni,65,47108,157,Skating,Paraguay,0
Grad,ust.hk,Berthier,27,58357,182,Guitar,Uzbekistan,0
Bodin,computer.org,Toby,41,29147,161,Cinema,Guyana,0
Flessner,mitre.org,Yukihide,25,56085,163,Writing,Botswana,0
Bandurski,ac.uk,Paraskevas,38,44388,166,Volleyball,Fiji,0
Heystek,umkc.edu,Hirotani,25,70082,162,Cinema,United Arab Emirates,0
Zavattaro,brown.edu,Yakkov,29,35793,173,Drums,Switzerland,0
Heiken,mitre.org,Shivendra,52,57535,186,Basketball,Fiji,0
Pavlopoulou,umich.edu,Siva,38,47746,159,Gaming,Qatar,0
Getis,wpi.edu,Seichi,18,61155,158,Piano,Philippines,0
Flasterstein,utexas.edu,Arthur,25,44532,170,Swimming,Croatia,0
Abdelguerfi,auth.gr,Ewing,52,36363,167,Travelling,Botswana,0
Hixon,indiana.edu,Yon,29,39459,163,Running,Iran,0
Klauser,forth.gr,Aviad,34,33250,171,Cinema,Seychelles,0
Ilgun,ab.ca,Phuoc,37,50526,179,Writing,Portugal,0
Lanfear,edu.au,Kensyu,18,54823,165,Photography,Bhutan,0
Kornyak,evergreen.edu,Friedbert,29,42076,171,Guitar,Dominican Republic,0
Vieille,ucr.edu,Amalia,21,47918,172,Swimming,Albania,0
Vitiello,utexas.edu,Sandra,46,46279,169,Volleyball,Ecuador,0
Zongker,cornell.edu,Shuguang,18,31233,181,Volleyball,Cuba,0
Brooks,uni-freiburg.de,Guadalupe,36,60780,170,Soccer,Benin,0
McKearney,ucsb.edu,Deborah,20,53017,172,Swimming,Kosovo,0
Ariola,acm.org,Driss,27,56173,159,Sculpting,Bolivia,0
Terziyan,usa.net,Zesheng,39,61406,178,Piano,El Salvador,0
Yano,uiuc.edu,Xuerong,26,57893,155,Drawing,Marshall Islands,0
Gravano,verity.com,Kagan,21,31810,189,Poker,Eritrea,0
Gautschi,unical.it,Nosa,63,39594,162,Swimming,Sudan,0
Jostes,umb.edu,Mieko,67,65595,160,Programming,Jamaica,0
Zhiyi,broadquest.com,Jayavel,48,54532,193,Programming,Myanmar,0
Ashman,ust.hk,Rephael,39,67943,176,Volleyball,Nigeria,0
Beimel,propel.com,Toyohide,36,47237,191,Blogging,Lithuania,0
Guttman,uwindsor.ca,Hidehito,21,46973,161,Photography,Tonga,0
Lanzl,umd.edu,Yasuyuki,18,64573,165,Soccer,Maldives,0
Himmeroder,rutgers.edu,Bitan,18,56387,168,Basketball,United States,0
Georgatos,co.in,Sujoy,37,44339,161,Photography,Angola,0
Flowers,ucr.edu,Eugeniusz,20,43115,162,Skating,Jordan,0
Enomoto,ubs.com,Venkata,57,54644,171,Soccer,Tuvalu,0
Prado,dauphine.fr,Nayyer,29,64124,170,Basketball,United Kingdom,0
Pantano,umich.edu,Snehamay,27,40239,157,Soccer,Zimbabwe,0
Wyrostek,compaq.com,Daiki,51,71967,168,Programming,Uzbekistan,0
Lodderstedt,msstate.edu,Giorgos,53,68659,157,Reading,Monaco,0
Gull,umd.edu,Cosmin,26,33491,173,Poker,Romania,0
Sippu,mit.edu,Yingping,61,42544,180,Singing,New Zealand,0
Frisberg,uni-marburg.de,Rasa,18,54396,179,Programming,Iran,0
Sadaoui,hp.com,Constance,22,56744,165,Painting,Norway,0
Hebisch,dauphine.fr,Pauray,58,44581,155,Writing,Turkey,0
Veevers,nyu.edu,Abdoulaye,36,55136,169,Poker,Costa Rica,0
Leonidas,umd.edu,Masasuke,26,43509,167,Photography,Angola,0
Hermes,okcu.edu,Mac,43,55949,187,Drums,Sri Lanka,0
Xiaoshan,ernet.in,Yeonghwan,31,47367,160,Football,Burundi,0
Neuhaus,lri.fr,Orestes,21,40097,171,Hockey,Andorra,0
Sigillito,pitt.edu,Yanggon,18,29647,160,Guitar,Canada,0
Shallof,yahoo.com,Kirsty,18,50973,168,Sculpting,Taiwan,0
Coyle,washington.edu,Rayond,18,45422,156,Basketball,Belize,0
Helland,cabofalso.com,Ugur,18,52008,170,Writing,Denmark,0
Souquieres,ualberta.ca,Tiow,23,43445,155,Running,Maldives,0
Amsellem,hitachi.com,Jongin,40,52638,165,Basketball,Micronesia,0
Muhlenbein,fernuni-hagen.de,Carlton,31,49754,170,Poker,Jamaica,0
Robertson,sleepycat.com,Yibin,27,51304,184,Programming,Iceland,0
Janetzko,panasonic.com,CongDuc,39,55888,162,Hockey,Malawi,0
Aboulnaga,newpaltz.edu,Hangju,22,58235,162,Gaming,Egypt,0
Guzdial,upenn.edu,Uinam,54,29155,173,Skating,Burundi,0
Inui,memphis.edu,Krishnamurthi,31,38051,156,Painting,Cuba,0
Rine,llnl.gov,Tsukasa,26,56771,169,Painting,Belarus,0
Styblinski,uwo.ca,Gebreselassie,43,53311,155,Reading,Belarus,0
Faletti,ou.edu,Barton,20,67462,158,Running,Samoa,0
Oxenboll,solidtech.com,Dustin,18,54991,182,Hockey,Greece,0
Marrevee,uni-muenchen.de,Bui,40,56107,173,Poker,Senegal,0
Hennebert,ibm.com,Sandiway,21,48017,170,Soccer,Dominican Republic,0
Shiota,ac.be,Zena,50,51263,177,Soccer,Central African Rep,0
Leonetti,stanford.edu,Leandro,18,43355,184,Guitar,Poland,0
Eltgroth,temple.edu,Geva,25,50547,175,Drums,Netherlands,0
Palensky,telcordia.com,Lyman,41,71617,156,Swimming,Egypt,0
Ogunyode,cwi.nl,Mats,33,62578,171,Volleyball,United Arab Emirates,0
Hodel,filemaker.com,Kaizhi,35,61793,170,Football,Romania,0
Cotta,du.edu,Rabab,19,63666,177,Soccer,Albania,0
Jansen,mitre.org,Aris,21,57413,177,Guitar,Afghanistan,0
Thies,baylor.edu,Chenyi,30,39525,173,Blogging,Mauritania,0
Ustimenko,cti.gr,Merrill,30,30380,157,Reading,Liberia,0
Salman,ualberta.ca,Madhusudan,32,58248,157,Tennis,Greece,0
Kroft,infomix.com,Yasuro,37,45061,182,Reading,Latvia,0
Schlichter,inria.fr,Corin,47,53628,179,Tennis,Cameroon,0
Kindlmann,columbia.edu,Adas,30,50969,160,Running,Bahrain,0
Miksik,msstate.edu,Georgette,18,54562,172,Travelling,St Kitts and Nevis,0
Talmor,arizona.edu,Rabindra,29,45610,155,Photography,Comoros,0
Ranft,uni-muenster.de,Anmol,27,53281,174,Drawing,Namibia,0
Jacquin,unizh.ch,Sungjoo,18,37474,172,Football,Argentina,0
Pointcheval,concentric.net,Muzhong,18,61107,173,Travelling,Republic of Ireland,0
Schewe,edu.au,Teruaki,26,47552,174,Volleyball,Gambia,0
Eck,uni-marburg.de,Rudie,35,50532,156,Drums,Austria,0
Rivard,ogi.edu,Vatsa,18,46645,159,Drawing,Kosovo,0
Dusse,pi.it,Liren,42,56534,168,Soccer,Cambodia,0
Beckhoff,forth.gr,Rosa,18,46604,172,Skating,El Salvador,0
Roncato,ibm.com,Jorjeta,34,49098,155,Volleyball,Israel,0
Lavie,forth.gr,Seongmoon,45,53146,173,Swimming,Antigua and Barbuda,0
Breunig,cwi.nl,Tuncer,28,63870,179,Cinema,Jamaica,0
Broek,monmouth.edu,Yoshimoto,44,28755,174,Piano,Ivory Coast,0
Dendorfer,sds.no,Susheel,34,69593,164,Piano,Dominica,0
Gurel,umd.edu,Laurian,27,34148,160,Drums,Ivory Coast,0
Maijers,propel.com,Zhisheng,44,54489,171,Football,Costa Rica,0
Jacquet,du.edu,Allel,48,47729,166,Soccer,Antigua and Barbuda,0
Kropf,verity.com,Akiyoshi,42,56029,157,Drawing,Swaziland,0
Detjens,fernuni-hagen.de,Yarou,51,54285,155,Blogging,Mauritania,0
Murdock,edu.cn,Susie,25,45758,177,Gaming,Moldova,0
Koehl,ou.edu,Kent,42,60564,172,Hockey,St Lucia,0
Mineiro,fernuni-hagen.de,Tomohiko,23,41136,172,Skating,Tuvalu,0
Ellozy,fsu.edu,Ceon,48,49607,169,Poker,Gabon,0
Llewellyn,emc.com,Jayakrishnan,18,51823,155,Tennis,Zimbabwe,0
Bakhtari,earthlink.net,Divier,38,35761,178,Reading,Uganda,0
McCarl,columbia.edu,Themis,24,37351,155,Running,Bahamas,0
Artosi,umass.edu,Olympia,34,51383,164,Soccer,Madagascar,0
Guangyi,bell-labs.com,Lihu,18,53239,169,Basketball,Burkina,0
Ulery,auth.gr,Elke,57,49277,168,Guitar,South Sudan,0
Hartrumpf,sfu.ca,Hidetsugu,18,55733,171,Skating,Sierra Leone,0
Zisapel,conclusivestrategies.com,Shinichi,28,48082,169,Poker,Bulgaria,0
Nagasaka,bell-labs.com,Byong,44,41795,168,Skating,Tanzania,0
Katiyar,ucsd.edu,Holland,18,57496,188,Football,Rwanda,0
Lesperance,ul.pt,Reinout,46,52960,163,Tennis,Bosnia Herzegovina,0
Dupee,uni-freiburg.de,Dwayne,28,35276,183,Sculpting,Ghana,0
Jutla,auth.gr,Magid,49,39203,181,Tennis,Iraq,0
Standish,unbc.ca,Hichum,18,61164,164,Guitar,Ghana,0
Tetongnon,uni-muenster.de,Ortrud,20,39766,155,Painting,Jordan,0
Sitarama,ou.edu,Debasish,36,43824,162,Programming,Fiji,0
Varghese,imag.fr,Loren,18,55476,186,Piano,Saint Vincent and the Grenadines,0
Palfreyman,ucdavis.edu,Balakrishnan,44,42052,168,Singing,Belize,0
Bard,earthlink.net,Dipankar,26,38177,171,Skating,Sierra Leone,0
Marinova,auc.dk,Prabhakar,35,60249,174,Programming,Dominica,0
Phan,berkeley.edu,Praveen,42,61351,181,Running,Brazil,0
Gafter,unizh.ch,Kamalakar,18,52476,173,Photography,Djibouti,0
Deswarte,uni-muenchen.de,Rajkumar,18,62093,168,Poker,Liberia,0
Earley,wpi.edu,Becky,30,54297,161,Painting,Nicaragua,0
Hyvonen,sbphrd.com,Despina,24,42601,165,Piano,Republic of Ireland,0
Benveniste,poznan.pl,Carmel,23,59631,174,Programming,El Salvador,0
Polk,auc.dk,Goos,30,47255,155,Sculpting,Morocco,0
Dworak,co.jp,Gwenael,24,59437,175,Gaming,Bhutan,0
Raalte,stanford.edu,Kattamuri,18,38934,170,Sculpting,Syria,0
Douceur,monmouth.edu,Linn,18,33063,185,Singing,Egypt,0
Forgy,uni-trier.de,Gerald,31,52747,155,Painting,Spain,0
Lorin,ncr.com,Krishnaprasad,38,54051,166,Swimming,Equatorial Guinea,0
Handelman,acm.org,Darryl,36,50954,186,Painting,Honduras,0
Feigenbaum,usa.net,Wouter,38,61771,168,Volleyball,Ecuador,0
Stanica,unical.it,Michi,18,54058,162,Programming,Portugal,0
Tietavainen,forwiss.de,Peyyun,22,53359,182,Poker,Monaco,0
Bloedorn,toronto.edu,Bilha,27,33919,161,Drawing,Guinea-Bissau,0
Gutbrod,ualberta.ca,Knuth,41,55124,155,Programming,Togo,0
Porkaew,infomix.com,Shahrokh,21,50871,169,Football,Malaysia,0
Lesueur,washington.edu,Laveen,33,62901,158,Painting,Mexico,0
Nagata,earthlink.net,Lurdes,24,58389,157,Hockey,Mauritius,0
Kaes,conclusivestrategies.com,Bede,46,47468,173,Singing,Myanmar,0
Milis,ernet.in,Prabandham,18,60496,165,Cinema,Bahrain,0
Konicek,filelmaker.com,Mirsad,31,38541,155,Volleyball,Turkey,0
Yannakoudakis,ucdavis.edu,Ying,34,41024,171,Swimming,Nicaragua,0
Rand,ucd.ie,Hideko,30,37735,165,Piano,Panama,0
Seress,ualberta.ca,Helaman,31,58183,160,Soccer,Liberia,0
Marcellin,ac.be,DeLiang,22,60980,164,Tennis,Czech Republic,0
Piera,uni-muenster.de,Mihir,18,71147,173,Tennis,Estonia,0
Joersz,monmouth.edu,Huanxu,18,43464,155,Singing,Venezuela,0
Deutz,ucla.edu,Choonsik,33,39321,155,Travelling,Serbia,0
Yetim,clarkson.edu,Lutz,30,61974,156,Hockey,Grenada,0
Balakrishnan,uni-muenster.de,Motoaki,27,34286,164,Writing,Niger,0
Rauscher,cti.gr,Nagi,41,69260,179,Writing,Marshall Islands,0
Bhaskar,savera.com,Santonu,18,38237,160,Hockey,Botswana,0
Alameldin,edu.hk,Tokuzo,21,47094,176,Basketball,Central African Rep,0
Aboulnaga,lehner.net,Radhika,20,55291,166,Poker,Korea South,0
Balluchi,twsu.edu,Gou,18,60045,156,Sculpting,Korea South,0
Favre,sds.no,Pai,18,38577,155,Running,Chad,0
Parish,cti.gr,Huaiyuan,63,41136,157,Gaming,Dominican Republic,0
Thimm,unical.it,Amabile,27,62974,175,Volleyball,Czech Republic,0
Vinek,memphis.edu,Herwig,52,44570,167,Photography,Iraq,0
Bassino,indiana.edu,Magdi,30,46911,170,Piano,Guyana,0
Alippi,tue.nl,Tong,41,55884,163,Travelling,Mauritania,0
Krivanek,edu.cn,Tejwansh,40,49128,191,Singing,Madagascar,0
Zlotek,upenn.edu,Fernand,61,41701,186,Singing,Saudi Arabia,0
Suzaki,sybase.com,Aniruddha,20,65120,177,Cinema,Samoa,0
Zockler,informix.com,Raed,22,65699,159,Photography,Liberia,0
Wetprasit,imag.fr,Chanjung,34,54731,163,Guitar,Kuwait,0
Maleki,purdue.edu,Dick,40,48454,167,Skating,Philippines,0
Xerokostas,ucf.edu,Taketo,49,61358,160,Poker,Montenegro,0
Baptiste,uic.edu,Nacer,34,63714,174,Reading,Singapore,0
Huijsmans,sds.no,Parviz,24,41647,176,Singing,Kenya,0
Ducasse,edu.sg,Soummya,45,34741,157,Sculpting,Gabon,0
Kupsch,co.in,Arjan,29,49319,179,Poker,Syria,0
Seiler,propel.com,Geoffry,27,53264,167,Photography,Chile,0
Woof,co.in,Rosmarie,54,60692,190,Poker,Ukraine,0
Rothemund,uga.edu,Carlin,34,54485,180,Hockey,St Kitts and Nevis,0
Trinidad,hp.com,Georgette,30,49919,172,Painting,Iceland,0
Cooman,zambeel.com,Bokyung,21,35146,166,Blogging,Canada,0
Loyola,ac.jp,Yasufumi,43,54615,157,Reading,Ukraine,0
Lagnier,auth.gr,Bing,29,48479,184,Programming,United States,0
Gouy,uwo.ca,Elvinia,37,43997,174,Drawing,Niger,0
Arlazarov,crossgain.com,Haesun,48,39099,158,Swimming,Grenada,0
Weinand,rice.edu,Geva,40,59551,179,Tennis,Armenia,0
Grass,gte.com,Guoqing,43,59958,165,Drawing,Denmark,0
Nassef,uni-muenchen.de,Naren,60,39049,165,Drawing,Jordan,0
Finamore,uni-muenster.de,Arijit,24,52396,166,Sculpting,Macedonia,0
